goblin_id,fertilizer_production_rate,diet_quality,farm_environment,goblin_health_index,fertilizer_demand,accident_frequency,goblin_breed,annual_cost
29,3.79872262016239,46.52496068860329,swamp,557.5297630804806,4.0,0.0,cave,5475.866905497831
30,4.416612500413446,35.10497435132351,swamp,888.9973375611212,1.0,2.711590107470698,forest,6702.965358325366
31,3.796586775541206,37.798928830096195,swamp,431.7886615739768,2.0,2.861724640050467,forest,8597.871618493406
32,8.704556369017876,62.950610213367106,field,703.09205906954,4.0,1.44298453184187,mountain,12165.440848052935
33,4.973005550524132,53.77627563024585,field,797.174737101227,,2.0909090894343496,mountain,7029.352839489226
34,2.8845781420882,39.54858453373301,swamp,643.1827944304335,3.0,0.0,cave,5417.740253206917
35,6.645089824206378,58.328853970657285,swamp,429.4917923339968,5.0,0.0,mountain,8703.998581641063
36,2.5583127000579555,46.20636923336397,field,702.8757045966023,1.0,3.108532720008254,cave,6999.374196722192
37,5.4177271900095105,41.08416089005267,barn,262.9337102181479,,1.461104771014031,forest,6219.386719907684
38,1.0806597522404489,20.0,swamp,362.04173214410594,3.0,1.653787768497861,forest,6667.2090325051395
39,2.343627902203139,30.993541403224825,barn,537.3482040794311,,2.234676403694026,forest,7302.396738226173
40,5.393722471738247,63.62076280002752,swamp,560.3275098289187,8.0,1.6340677892231277,forest,7600.50764428143
41,6.476933159990821,78.65474219450526,barn,117.71318037810357,2.0,1.541307866463051,forest,9499.194672483376
42,5.342736562379941,48.15304987035013,barn,856.0913510048069,,2.3944890619100496,cave,11963.51756316582
43,4.768703435223519,58.93643581610111,barn,657.301816973912,4.0,0.5044637423206118,forest,8557.679199303266
44,4.3977926088214225,44.79725617556431,field,496.56300018551286,2.0,3.159917651860593,cave,6225.450586026051
45,2.0429560192651453,24.617375154712967,barn,846.5017875266467,5.0,1.7697499751256467,forest,8062.151068411474
46,3.5603115832105825,47.31909204055138,barn,451.2764522006628,2.0,0.9943414992591271,cave,5452.333076559008
47,4.078722458080425,49.1530084487776,barn,884.3484562162974,2.0,0.8597903154776683,cave,7174.00684993422
48,7.114244452437831,51.15003404966016,swamp,509.8278057947881,0.0,2.042651886455323,cave,7250.100769199273
49,5.687236579136923,70.26329613035435,barn,191.42861599838358,4.0,1.693642290221623,mountain,6439.53944848121
50,1.473919689274532,35.59227105567077,swamp,711.8407779674218,1.0,0.4511599254812404,cave,7045.690398273477
51,5.64816793878959,48.92971649522143,barn,643.1181800622724,3.0,1.3981648946218637,cave,10053.923920226585
52,4.229835439167367,47.796718847713024,barn,718.3893770444694,4.0,1.1908009971171838,forest,6311.481750134594
53,3.6461559993880828,44.10954985793205,field,861.1536229805448,6.0,3.26185653652087,cave,6339.78946510762
54,6.2233525776817356,62.393558279692954,swamp,721.1914421208145,4.0,2.1304524149717423,cave,11518.085276426942
55,7.061999044991902,60.992940821481014,barn,589.0692817733175,6.0,3.5693394283705584,mountain,13231.42973235585
56,6.862560238232398,58.184248226478665,swamp,785.8471218886727,4.0,1.290025775632742,forest,10223.318873263528
57,3.3215649535547227,36.316978918523326,swamp,638.5971514836252,5.0,1.7088681112559698,mountain,7220.565397505135
58,4.381575248297571,56.779892178974215,field,426.4952454607385,2.0,2.3865532252357142,mountain,4706.781039675095
59,5.662526862807128,60.73621644840134,field,808.4958113934186,4.0,2.604132610574034,mountain,9768.743692680966
60,6.951090254244718,61.90257871309669,field,277.52036862749827,4.0,2.7209910724529656,cave,6634.491330273807
61,4.04165152430942,50.0501993009588,field,671.7130199269793,1.0,1.1121904475665243,mountain,7599.570788841281
62,4.628682046672366,20.0,field,805.2507639526056,2.0,1.1403208630094048,mountain,12045.335574523278
63,2.7873300519879436,43.78629741962458,field,685.053215762637,4.0,1.6445797285128234,forest,10229.874859916217
64,2.6075867518386584,20.0,field,657.8203352430855,2.0,3.4809068640855974,forest,7710.661460247682
65,6.625051644788396,59.37600374427585,field,702.1106352574689,5.0,0.999316816568464,forest,7602.0824268231745
66,7.712480057141645,60.50314151087173,barn,472.0441986405155,1.0,1.4730749938433454,forest,8872.979300785126
67,4.855979756839332,35.9010232975056,swamp,799.3365457256208,6.0,2.729857914423187,mountain,13694.098204130361
68,7.007065795784048,77.66479424005757,field,262.74918010887296,4.0,2.67635426474882,forest,9243.212862041888
69,5.723272050095268,51.10916438764323,field,201.90913280027144,0.0,2.5554183678179196,cave,4596.7917311720485
70,3.7097604907897512,43.14312274362517,swamp,328.40702409480923,5.0,2.080843580779302,mountain,9247.532352884236
71,5.722791211016828,55.313123899342784,barn,525.2619174199946,4.0,0.934866378450264,forest,9162.681387027358
72,8.076073132931938,79.37899333568672,swamp,508.4494363274705,5.0,1.3092240710978644,mountain,14556.290064707737
73,4.928347921780097,50.19500228484333,swamp,756.4790061412693,,3.1264901759289505,forest,8652.480890493627
74,8.129287311628012,62.2043762511384,field,423.6549251232139,1.0,2.7736373332557416,mountain,7651.424288712884
75,1.0,27.962668194471398,swamp,487.4755410332069,2.0,0.6650150922245339,forest,4589.147782550307
76,6.643805008750448,58.212874238390455,swamp,110.6941466075165,0.0,2.869457629704822,cave,8799.379232651543
77,5.174094136476342,35.826934105213226,field,427.79138915435124,2.0,3.3087784387643353,forest,7824.148565142861
78,4.401985299068264,40.93473078288699,field,618.2193863602737,3.0,2.0538307887136713,mountain,6607.119392487247
79,5.183521553071005,66.47577033091115,field,112.40666450127375,1.0,2.4262811806796067,mountain,6367.413410106733
80,1.0248621707982144,26.701114787520645,field,324.705572148995,4.0,3.011485185576209,cave,2547.8425986258153
81,4.560656224324976,42.99872845052122,swamp,266.36508743151194,3.0,1.304283603837598,mountain,9029.223088750688
82,5.7142251430234925,52.22122410100365,swamp,133.58834312767058,,4.32959780462148,cave,5493.068894701848
83,7.955788089483033,70.42995420369044,barn,483.40807193163,5.0,3.2230779786465327,mountain,10161.211953059665
84,3.9634595634527052,62.475156343230054,barn,245.3786345825252,3.0,2.524028147203462,mountain,7894.079451970526
85,3.3830127942136246,40.88345687602453,swamp,694.4652317051041,6.0,1.9654921558152885,cave,7404.234788096283
86,3.996485912830927,46.27230377455811,barn,778.3423070106788,1.0,2.4947774446137476,mountain,8623.499608824499
87,6.830804235404148,74.94926842355162,swamp,536.4681461353182,0.0,0.439717501335555,mountain,7785.458002707055
88,5.657502219319369,57.647909344820086,barn,885.3658740169133,3.0,4.082087767909618,cave,8888.917123728288
89,3.9404795924659224,38.93341528152035,field,460.38285717647625,4.0,3.12889157344235,forest,12593.307118667353
90,6.026534866226712,56.24878043896392,barn,510.6945681799324,,3.464013596802255,cave,10274.454123704108
91,5.194155098696081,50.83722819542801,field,891.3742031662001,1.0,2.0307571636836923,mountain,7954.718341492096
92,6.937289981065779,65.12609748342781,field,285.23874877203906,,1.6397108039203723,forest,4301.545932556247
93,3.5958938122452953,46.04344593433216,field,854.0367517415242,1.0,1.325692796649724,forest,8430.95711415368
94,4.3446757068044635,45.2768645125087,field,134.2700440952906,,2.8135746088468063,forest,7610.612259509218
95,4.215783693735685,51.05267032204127,barn,457.1095122105558,1.0,1.487452920343729,cave,6354.8631211598695
96,2.072970103735763,25.77659502880028,swamp,156.0028097064526,,1.812643066815293,forest,5511.763890793639
97,5.592240554129152,55.52427633619412,field,683.3877943309144,3.0,2.54639912667525,forest,14019.621890355116
98,5.522110544359778,34.194877509557145,barn,586.7271487040142,3.0,1.3406716831636611,forest,6193.691547563958
99,5.010226913284922,59.24509205330419,field,665.3074107740771,4.0,3.04394676398319,mountain,7741.803548398288
100,4.5308257332497055,49.71149062497757,barn,399.5843199744136,2.0,1.9822589221101456,cave,7412.835057666926
101,2.1692585158991715,37.33416922578989,barn,395.5855472251042,3.0,0.491880681704028,cave,5566.885070109007
102,4.158709354469282,20.0,barn,136.25542316871568,2.0,1.329997321231672,mountain,5606.13309517838
103,4.314570966946461,65.40031478337897,swamp,379.9559516237118,,3.3081854499702636,forest,11157.779717565354
104,3.395445461556762,35.76766741090236,barn,843.4307218096476,3.0,1.0629974866376173,mountain,11247.787196042129
105,4.677428576667982,58.50125678071902,barn,403.3812297443592,1.0,2.8940774872376185,mountain,6910.141429340432
106,5.8081017136290765,46.0657544377773,swamp,765.0941649775759,6.0,2.1216734366945724,forest,9659.892508746658
107,8.77237180242106,80.0,swamp,773.8604037999472,1.0,1.8282996982708861,forest,8642.91352653509
108,5.349155625663678,42.25908937357286,barn,398.5929251033871,3.0,4.512594150783274,cave,8248.422357511332
109,5.515100781445528,47.883116644606176,swamp,605.5909443169512,2.0,0.7157837570703456,forest,15383.874351795319
110,4.851108168467666,67.94917888640919,field,176.2972818184469,1.0,1.2598663950102171,mountain,7397.8535333694435
111,1.162457569401917,20.0,field,182.94286458742118,3.0,1.9765699310165923,mountain,8474.784336709396
112,4.946972249101567,51.750106724609765,swamp,138.92613092937066,,4.415749392050083,forest,11424.673905274436
113,5.120460419882053,59.66436066594397,swamp,564.8120747000876,1.0,1.9788988232076923,cave,6774.306825013973
114,9.926484224970572,80.0,barn,440.85678210087764,,2.2742529385554517,mountain,9093.087398585663
115,4.615278070437755,48.42641361493781,swamp,538.4258853313921,3.0,1.6641645004133645,forest,7740.665523289287
116,5.603094684667225,58.47436750200005,barn,516.8585524067103,4.0,2.3586285785619037,cave,7367.733147869843
117,4.9305764605895135,73.47876753709886,field,380.16239287258423,0.0,1.7261825933635382,cave,4036.8782083787933
118,2.662643924760936,30.724963427751632,swamp,641.9787318587784,1.0,2.6953226044332554,mountain,7277.920876868421
119,7.285645629030041,70.29615549939001,barn,706.8015047331126,4.0,2.7741873264854946,mountain,10514.567480544656
120,6.503866065373549,72.53747248306452,barn,111.70260710214058,5.0,1.7658948371718008,cave,9512.4871916014
121,6.582063894086094,73.71177048226859,field,265.7938398151027,4.0,0.8745199619039361,cave,5294.364694563574
122,3.181225090410522,47.320103778887976,swamp,670.5886944666695,0.0,2.093569847025736,cave,5115.5071775170545
123,7.805588621872198,78.83201119526943,field,409.29613810706735,1.0,3.4021217484211665,forest,9966.163949888425
124,2.1962978744154382,20.0,barn,629.9871575532866,0.0,1.1733394062207905,mountain,9417.177005540601
125,6.173714187600541,75.72402882381527,barn,377.57012778764675,2.0,2.3339168903933007,cave,8531.282966597437
126,9.380911251619956,73.58383608277276,swamp,412.6041218637097,3.0,0.7942595699873822,mountain,10561.854202679631
127,3.0189273497386235,37.17777345029932,barn,226.94309895174794,2.0,0.9601926655234747,mountain,4911.204024297965
128,3.867404540794456,33.39647782616207,swamp,306.584815732928,4.0,3.300365835302988,mountain,9291.589348688718
129,5.199302730175282,50.95303837547233,field,584.3294060060698,2.0,2.6915333826492795,cave,8620.925450406341
130,3.9930486917676014,45.23201363717562,swamp,446.53048905213313,1.0,2.3489651300384278,forest,10742.601372668514
131,1.8986731378677346,28.402957257444605,swamp,719.4421463556761,2.0,0.0,cave,4770.774986179018
132,5.137125949612055,55.31621513924929,barn,782.0679639506742,1.0,1.4471071285632937,mountain,7004.653764479526
133,2.8753925725477902,49.1402532709688,barn,533.3171345734079,2.0,2.6068140030866873,cave,7922.548734774524
134,5.9471848612703635,62.11282190530271,swamp,706.6138336448473,4.0,0.55093449207901,cave,9699.15582224121
135,3.1611515315323935,32.84764589935266,barn,345.52361055565603,4.0,1.6461146100914033,mountain,9856.730397596086
136,8.09986881003508,80.0,barn,431.97697232006254,5.0,2.7666537106193174,mountain,13235.096255168079
137,3.4334934153275256,49.36265221186661,barn,670.2221409734648,3.0,0.488861286655194,cave,10190.00347417209
138,4.355876967588649,32.570937589339266,swamp,408.96959425362456,1.0,0.32071341305120327,cave,6022.186107259365
139,6.62703443473934,68.99027617641329,barn,570.803948127191,2.0,0.5061718837558205,cave,6902.750878520599
140,2.5382713671320896,37.3178983601657,swamp,248.2982232660092,1.0,2.3344852116115122,cave,5787.544067185448
141,5.4549198692082586,50.66372392006615,barn,579.8170519763984,2.0,1.4430014711370978,forest,8679.387113691073
142,7.614285508564857,80.0,field,789.2109657815149,,2.878048626463115,cave,10438.983626940892
143,1.785033530877545,22.779712376695084,barn,794.9117118587405,2.0,2.1210183852346147,forest,5831.570857798023
144,5.369267717064608,54.20990627123229,barn,679.4755250636317,4.0,3.88053471793804,mountain,7731.1845051915225
145,5.519765588496847,52.42740646513608,swamp,696.6027032609009,2.0,0.7625178017506518,forest,10341.359684030045
146,6.56364574355462,62.664956424251635,swamp,546.3419561205606,4.0,2.331771705109098,mountain,11857.804119147415
147,2.526098578243836,20.0,barn,567.7344721326598,4.0,1.2047852289753498,forest,4472.734619698747
148,2.3590867738314474,20.0,field,206.9204651284144,3.0,2.6002126991480297,mountain,6065.976125272228
149,6.0438831312337955,74.29611568212007,barn,455.0873507370409,2.0,2.11993589027284,cave,10268.078435801808
150,5.5939693464663724,46.2821412885477,barn,460.6210271090911,6.0,1.0068791761796194,forest,7828.050992778315
151,5.5009857006917535,44.093962110970956,field,866.7982685341922,5.0,1.8428477538911239,forest,8094.131269545662
152,5.692896418993952,34.00927021591447,swamp,444.86949009863156,4.0,2.0730980772116507,mountain,12001.10119805429
153,3.6399505568430186,32.72998697784912,barn,539.4741159222061,5.0,1.400691060004775,mountain,7591.55724513479
154,5.464507394322007,40.48516122050107,swamp,526.601119423282,4.0,2.727167214983577,forest,5128.979652508887
155,5.586144946597362,71.10931117414259,swamp,609.4093736354617,0.0,0.9689073833310853,mountain,10220.946397839021
156,3.571297163947264,48.668548205004456,field,698.5862650655167,1.0,4.091008558033163,cave,7601.45833668054
157,8.731549022289514,72.97088872653887,field,280.0335009366977,3.0,2.953690300626855,forest,9326.86776691246
158,5.947665841823575,80.0,swamp,522.9795352787486,2.0,2.3487411190535363,cave,7578.207545419121
159,2.617393005594703,40.75679891467356,barn,760.7341658528244,3.0,4.8453142746971904,forest,7902.245587125591
160,6.313107217267659,57.256543903055054,swamp,470.4917710700092,7.0,1.690701174106735,cave,5963.562387736485
161,3.050636659545357,20.0,barn,322.7660370988584,5.0,2.6113758675643473,forest,6051.239368030049
162,6.574169207484904,80.0,barn,623.7672602850392,4.0,2.222680463599208,mountain,6953.744925069401
163,7.317191158014808,54.6418045964825,field,759.0139166392984,5.0,2.797467693207824,forest,9893.371343119074
164,3.358635363296579,20.415095436803718,barn,150.51223434191306,2.0,3.4961163670666204,cave,6077.865671403363
165,6.926752258488643,75.63972238800555,barn,721.4323867257817,4.0,2.5489493766113593,forest,3799.791434445913
166,5.825561853872997,80.0,swamp,757.318346369417,8.0,3.041793895315199,cave,11382.506156992584
167,6.64412031998898,76.99569074501701,field,469.21834207088546,2.0,1.4496120096534084,cave,7944.4071117251115
168,8.793585965307894,80.0,barn,886.6445254547739,1.0,1.7938498515362014,cave,13562.632824003722
169,4.509223767994259,52.021333560606934,barn,729.3666725658472,,3.638287560263004,mountain,5558.665125243126
170,3.492527671285021,46.47437695808324,field,718.9300519165326,1.0,2.5968561635293597,forest,6763.013009158728
171,3.2209711407489534,43.35705502385928,swamp,698.2708595296574,,2.2483236448581887,cave,8902.804689237204
172,3.3683794300691234,39.758949680246744,field,220.4864825746192,1.0,1.2467557909164828,mountain,7942.319778744374
173,4.845796581171792,49.808383688893095,field,273.78470916240866,5.0,2.9665960811349503,cave,4555.196024914212
174,5.682303949633287,54.83250031807107,barn,471.19210517154,1.0,1.2185345790175397,forest,8899.355013657208
175,5.553381598660038,46.88740690061354,barn,311.2034799675727,2.0,0.9238341442298941,mountain,6425.02250219854
176,6.654366498072047,60.42818121590864,swamp,432.19277786723234,3.0,2.114925751028921,cave,5235.886086643413
177,5.026003783755814,33.27846212809266,barn,810.7712879383365,6.0,0.0,cave,9155.454628122166
178,7.907068154314634,72.27314896656958,barn,759.4615135034154,5.0,2.6110767163709747,cave,10909.878793673
179,4.470686333524088,35.87957959668353,field,604.0319027839857,3.0,2.376944196741288,forest,4210.547149219821
180,10.0,78.96410682784229,barn,786.4963154008828,1.0,1.6471964413641396,mountain,12922.793993648045
181,6.251334695530012,61.80961907577488,swamp,727.0179112137994,4.0,1.7378818414399626,mountain,10764.059438820634
182,3.285684887167435,50.20550196078547,field,443.1879454727124,2.0,1.8806790953336014,mountain,6443.633704324188
183,2.8582150038777754,42.04888609104533,swamp,260.8521216399561,6.0,1.2108726224526585,cave,3480.7242424197584
184,5.96494483048637,42.01455260765919,field,511.36083200747134,3.0,2.184572627498293,mountain,5343.018713858825
185,4.553074429348298,36.52831406908301,barn,688.98310602284,4.0,1.750605069614485,cave,6344.617595756173
186,6.428000988184184,70.83171978535563,field,449.13567898367444,5.0,2.1124521532886185,forest,8982.548011172095
187,5.94647524914709,47.746928057793625,field,633.4175278271177,2.0,1.8442714146652568,mountain,7238.196146413334
188,4.854342174686255,46.58840589751979,barn,175.4619410328349,3.0,1.6474713275087525,cave,6642.832468866683
189,3.30641256386319,41.95182150115104,barn,698.4037890971227,4.0,2.278492623437637,mountain,7937.598677294735
190,1.9703055506282707,20.0,swamp,750.1708959144496,7.0,2.7810998429315106,mountain,8016.674748463446
191,4.106970095865957,43.909515828387256,swamp,665.4702846244329,,1.4752308548321027,forest,8794.354015084366
192,6.712797588646945,50.36212575999351,barn,873.8108700210925,2.0,2.3954732916459576,mountain,11198.795466463518
193,5.4281874882604075,47.41182346657112,barn,761.3216459685124,5.0,2.5194304105141905,forest,10778.266441057462
194,2.508522442576024,33.265998882033564,barn,822.4749823012306,3.0,0.7161361179934298,mountain,7150.68687071549
195,5.346361851702364,36.840957478302215,field,846.8568667661184,6.0,2.9765444751538084,mountain,9661.113701506729
196,5.770634759457674,60.56982545526538,field,741.0783934990468,4.0,4.056451330655989,mountain,9801.362619644795
197,3.2322851275977342,35.66190303151506,field,639.4070736051992,1.0,1.9119043093374544,mountain,8719.281026463848
198,5.307450211891056,57.98450123929993,barn,104.57486508863143,5.0,1.8288045912959703,mountain,7240.479064025027
199,5.116417436892,53.17048083578261,swamp,472.6606025784998,,1.7869938384046524,mountain,11898.827016480995
200,2.714059404338754,45.35387953444847,barn,556.9298388978888,5.0,2.620605754799304,forest,7397.072815071072
201,5.715574720696567,56.976842792051606,field,343.2242179583997,7.0,2.510778526649812,forest,4771.696450791182
202,6.121569052736469,54.67849701063922,field,354.48355752277763,5.0,0.40933879767914605,cave,4686.352768028256
203,7.166102486350554,68.55179492112727,barn,868.9275325681322,3.0,1.1338789497658386,mountain,9239.320800898022
204,7.1076041040698055,72.29381312292233,barn,813.3686921621967,5.0,2.5073128498916875,forest,17613.586439768053
205,2.244661264085818,28.445890815943585,field,779.3432044013633,2.0,1.8549782301202489,mountain,10497.63947077682
206,3.124349920169754,35.40071627339686,field,424.80944136488847,3.0,0.8338820927604802,mountain,4841.658647236962
207,6.0300705344173195,51.220647397271,field,110.95884032713164,2.0,3.500260180288017,forest,8386.704227006532
208,6.027571901824418,51.59156603908586,barn,164.17779716457125,4.0,1.2002867337420198,mountain,7340.244192599064
209,6.030095372612095,44.21471026289983,field,349.75709457408294,5.0,2.035777121996928,forest,8977.18980078367
210,10.0,80.0,field,112.59433039654158,2.0,1.828480888571026,forest,8541.215113106864
211,6.141781021386334,46.695615817177824,swamp,113.7198255321585,3.0,0.921311199049442,cave,4563.432843474109
212,7.271131280361198,61.239998264930506,barn,833.2826413139288,,2.184954802180433,cave,8495.940589055697
213,6.908003526986405,58.07995556019926,swamp,664.9268016952433,1.0,2.39210688349942,cave,9161.610146421219
214,6.302782502611596,69.37150379033719,swamp,347.16479205452214,3.0,1.532323968170372,cave,5497.007562058724
215,4.369461510719309,42.00619530283419,field,206.11566208076252,5.0,1.6638077356105176,mountain,6969.161547466557
216,6.517938440986534,74.62092825462962,barn,509.3085743160617,5.0,2.600487042762613,mountain,11985.651156930933
217,3.4543495709248564,30.899890324960168,field,104.27692868349156,5.0,0.024861734336611985,cave,2268.3461185320784
218,4.526362786519982,49.000843914397876,barn,850.7309950865152,3.0,1.1549961497522787,forest,9341.621337024682
219,4.029272904341793,33.88071270213677,swamp,431.85209551115776,4.0,2.2134348965323793,forest,6670.537778548677
220,5.163748278772645,72.76147750791503,barn,421.8679641898662,2.0,1.4732612730098835,forest,8580.333948975007
221,9.629317133347017,75.15855287648101,field,412.4748860654257,0.0,1.4589709362705485,forest,12869.002168581002
222,1.2654696148165034,23.2219640208023,field,155.4626643102118,3.0,2.901692546196169,mountain,4766.180262836742
223,6.372520380749027,67.3179318553132,field,610.6577918334613,2.0,1.3666757179623181,forest,8551.876856010977
224,1.7745682576206963,28.334537035480555,barn,686.4028957026827,5.0,3.979178251113823,forest,5268.20915889657
225,4.056136268421133,40.59621355859198,swamp,640.9003180706322,3.0,0.2454874221110821,cave,7904.162712816609
226,7.177901193934733,66.1250025541436,swamp,210.74839466351546,2.0,0.0,forest,10833.549755941554
227,5.128560038190925,51.4665950253185,barn,563.0721344284741,2.0,2.8789361614684577,mountain,10398.355388782435
228,2.8445104441413878,31.286063536846218,field,555.587587337803,1.0,1.016048740627952,forest,4505.465402662434
229,3.5693925814800638,48.193931819789604,swamp,794.7286303531056,3.0,1.0329264117270056,forest,6598.889350406238
230,6.359195497869352,80.0,field,403.3021267005176,7.0,2.984733273819677,mountain,11185.70481764553
231,3.5392667365657267,32.73921604244748,barn,397.1887549275474,0.0,1.502731413953539,cave,4390.48075628029
232,5.43291717916395,39.76530763752082,field,594.8216469745485,6.0,2.910361815864905,mountain,8659.19411659731
233,5.091143679807628,49.846328954948476,swamp,606.4581227996105,4.0,1.3895880572475408,cave,9567.257011380374
234,3.6967993047883665,65.37148781485013,swamp,475.4281818606323,0.0,2.3625315219753062,forest,8668.15205571434
235,9.28788817865065,76.2663597495079,field,454.4474898643369,5.0,1.488577520021579,cave,10548.504049638717
236,6.267838044636022,76.53387241152885,barn,495.31813651030615,0.0,1.0801877241297118,cave,6774.77975271046
237,1.0,34.77700814076441,field,788.8362396026495,2.0,3.7306013575347174,cave,4189.654037615501
238,5.3729086295388555,47.4473866192309,barn,468.933521003128,1.0,3.1164621763598257,forest,8236.610360908957
239,3.676427070463224,45.10124735555855,field,851.9454335758579,3.0,1.27335931706732,cave,6409.61517543154
240,6.704866669592448,79.92289958802496,swamp,503.2030108770608,4.0,1.8216039631855614,cave,13532.092365293433
241,3.4149585231345987,33.52839077520191,barn,859.3605545447131,2.0,3.4762267984112802,forest,9540.533380749981
242,4.770527117066202,46.128413335505996,barn,766.2655214952606,3.0,1.011779584938478,mountain,10348.236148121629
243,6.0099745579609145,52.26298732420088,barn,389.9450580926633,1.0,1.0658919631919117,mountain,6704.274864357305
244,6.731510388340243,53.70451579979327,swamp,790.9131370372928,3.0,2.4700604723048545,mountain,10469.359525071513
245,2.5994071858884475,24.30248203644751,field,188.05062736089218,1.0,4.270494560261221,forest,5708.583055871093
246,4.330997528318103,32.40857755892226,swamp,840.0377402744116,3.0,2.0538315518674493,forest,7289.180628716545
247,4.050109377678088,42.74170970401696,barn,605.3148120663133,4.0,3.0498112394867007,mountain,9969.3933390697
248,3.693341534852576,31.846999968234197,field,143.51259881784895,0.0,0.9825602437113321,cave,3767.51642683289
249,8.530908480562193,80.0,swamp,615.4053789206492,2.0,2.3610523419360336,mountain,15659.517011596568
250,5.809963421921911,40.92075091333902,barn,879.3981233158049,2.0,1.6403852881484389,forest,7398.1381565535685
251,2.4782320913299096,33.134659052783846,barn,155.84052369170314,2.0,3.8666250786267486,cave,8308.875955554186
252,6.835723894109552,73.02108076896567,swamp,543.7501678240691,2.0,3.598690844413131,cave,10578.45142559393
253,9.244312394025266,64.01714272648758,swamp,698.235479807498,7.0,4.279416736851362,forest,14816.00345184975
254,7.064930521102294,70.26000986729407,swamp,748.2068693596251,3.0,1.304510710902592,cave,9750.094737775273
255,1.9612600680919732,37.9667704694687,barn,431.0619722566367,6.0,2.035498207405942,mountain,5278.211017090818
256,4.031531854267497,30.155844647227923,swamp,263.3332473345944,3.0,2.3751669243240614,forest,6721.351782048147
257,7.533822298373245,80.0,barn,133.87382301790706,4.0,1.3435323636741157,forest,5482.657626662753
258,3.5846610687624385,42.86747864375996,swamp,563.7809256777798,3.0,2.131055199727403,forest,7477.480675767057
259,5.887638856292456,50.050992292755566,barn,462.32885621408866,3.0,2.9089780363588296,forest,9617.559432854454
260,6.5492681068586736,61.83645407829233,barn,858.9955161197688,5.0,1.449634472268496,cave,8636.501441587227
261,3.1461390568438343,40.752381579967896,field,148.48392617192783,1.0,1.2966435402629743,forest,5782.316050722039
262,4.8809492878764,49.807648217135316,swamp,648.3162747568045,4.0,1.2303442238301334,forest,8157.850670121319
263,1.0,23.387559924463694,swamp,119.97297769604573,3.0,0.6562976152113122,cave,2643.7201785612097
264,2.9512247173314203,24.4030618078577,barn,237.14734136843418,0.0,2.8539928670935177,forest,9752.177998945579
