customer_id,call_id,date_call_start,date_call_end,escalated,satisfaction_score,is_churn
CUST_0012,51f9e928-2003-4ce1-a094-af42ede5134b,2024-01-19 16:07:34,2024-01-19 16:30:25,True,4,False
CUST_0012,cefb61ed-72f1-4e0a-b353-7ef1aa767af3,2024-02-02 02:27:51,2024-02-02 02:34:09,False,2,False
CUST_0012,135108f5-308a-4abd-a82e-864e71dec3ac,2024-02-23 06:47:21,2024-02-23 07:01:38,False,4,False
CUST_0013,37b1bb18-a6a0-42e5-8b61-bb51baa9101a,2024-01-04 12:51:43,2024-01-04 13:04:00,False,3,False
CUST_0013,374ddff9-a359-4ae7-9530-ebfe72877671,2024-02-17 03:02:21,2024-02-17 03:08:17,False,2,False
CUST_0013,c0b9f155-d3bf-4262-a988-9be6092a1575,2024-01-16 04:15:18,2024-01-16 04:33:32,False,2,False
CUST_0013,fba5ca0e-bb73-4b42-a580-003e4348c3bf,2024-01-26 00:25:58,2024-01-26 00:36:07,False,4,False
CUST_0013,bf60dafb-85e4-4cba-9ca4-e5efb580b63d,2024-01-17 23:35:12,2024-01-17 23:56:05,False,2,False
CUST_0013,52fd1c0b-7305-47fd-88e2-031926fdd415,2024-01-24 17:00:47,2024-01-24 17:06:09,True,2,False
CUST_0014,091e41c8-0f28-48ab-8fec-86ed5b9111b0,2024-03-26 15:18:36,2024-03-26 15:49:04,False,4,False
CUST_0014,25625a4f-1de6-41e5-bf1c-5cb35ef87bb1,2024-03-26 09:34:30,2024-03-26 09:41:25,True,4,False
CUST_0014,ce0d9a76-5170-4bf5-b03b-26e7e312285a,2024-02-24 13:36:50,2024-02-24 13:53:48,False,3,False
CUST_0014,edfc3c99-b619-4614-95cd-759bc7d70f77,2024-03-29 20:10:41,2024-03-29 20:32:48,False,2,False
CUST_0014,80eb1ba0-b1c9-4cfd-a6a7-016d6c886492,2024-01-30 20:06:49,2024-01-30 20:16:40,False,4,False
CUST_0014,2736e663-cf45-4c0f-96c3-520b9ac186f2,2024-03-02 09:41:41,2024-03-02 10:04:21,False,4,False
CUST_0015,63a3733e-dcd4-4747-9864-21d1844a2986,2024-03-28 18:11:14,2024-03-28 18:15:10,False,4,False
CUST_0015,537e0241-fc5f-406e-9ca4-c6b345572b2b,2024-03-09 03:23:17,2024-03-09 03:51:21,False,3,False
CUST_0015,16b5bed7-a8e4-4e17-9d41-1b357692b010,2024-02-03 21:00:26,2024-02-03 21:15:33,True,3,False
CUST_0015,a7300226-41f5-4a24-8ca6-cf7d3cea57f6,2024-01-22 13:04:14,2024-01-22 13:13:51,False,3,False
CUST_0015,316b200b-28f3-426d-b0a5-ec3cd229dfc6,2024-02-23 13:19:16,2024-02-23 13:31:34,False,4,False
CUST_0015,3f9b1a92-bcb1-47d6-a9b2-b8d3e4c093ca,2024-02-08 15:53:54,2024-02-08 16:16:10,False,4,False
CUST_0016,9bc83111-9ec2-44d6-b7c0-00b1af365bea,2024-02-22 17:55:53,2024-02-22 18:05:37,False,2,False
CUST_0016,f207519b-9504-403a-836f-d11b10a8d381,2024-02-03 18:58:07,2024-02-03 19:06:22,True,2,False
CUST_0016,46694dbf-9fa6-4aeb-8d15-25a6eea21fc4,2024-03-26 11:26:45,2024-03-26 11:39:45,False,4,False
CUST_0016,e445e58b-6a1c-4415-ba36-55328be039c5,2024-02-09 23:31:11,2024-02-09 23:35:35,False,3,False
CUST_0017,e30c8a63-af3a-4971-a126-2f4d7f03d2ec,2024-02-05 16:20:47,2024-02-05 16:52:10,False,2,False
CUST_0017,f50d1343-d38d-4704-ace1-2cd8418f7ecd,2024-02-08 18:18:07,2024-02-08 18:28:01,True,4,False
CUST_0017,2c4a5db5-9155-4bf5-b9da-03abf94e76b0,2024-01-21 10:21:37,2024-01-21 10:44:06,True,3,False
CUST_0017,238f3da2-e8db-44b3-86cc-39da0f21fb8f,2024-01-31 01:02:56,2024-01-31 01:19:49,False,2,False
CUST_0017,659f2182-a796-4923-9f49-dfbb311014c9,2024-03-12 12:26:46,2024-03-12 12:32:54,False,4,False
CUST_0017,62f7a7a8-f104-421a-b134-1b1144f485f8,2024-03-11 23:50:42,2024-03-12 00:05:38,False,3,False
CUST_0018,376e59e3-6b7e-45dd-ab93-5c4483df3465,2024-02-29 13:47:03,2024-02-29 14:09:06,True,4,False
CUST_0018,b40b854f-5e8c-4e33-ae8d-c3648d3d3217,2024-01-27 14:35:22,2024-01-27 14:48:40,False,4,False
CUST_0018,01c5ad17-8578-4ada-940a-74d51bb86fe1,2024-03-08 20:16:00,2024-03-08 20:41:44,False,2,False
CUST_0018,7c321497-a0f9-4956-9416-39b43271e001,2024-01-10 16:46:34,2024-01-10 17:10:45,False,2,False
CUST_0019,b614a10e-f5af-4fa3-9a20-bc5e48d1fac7,2024-02-15 23:45:57,2024-02-16 00:09:13,False,3,False
CUST_0019,01928e2e-f0c9-41f0-afba-d64d23833616,2024-01-27 08:44:59,2024-01-27 08:55:50,True,3,False
CUST_0019,e95fafe1-367d-4145-9594-8bb4f0a2eac3,2024-01-17 14:41:52,2024-01-17 14:47:08,False,3,False
CUST_0019,84f3695a-2dc3-4572-b71f-1ff027ea57c7,2024-01-09 10:56:12,2024-01-09 11:05:40,False,3,False
CUST_0020,89b2e6cc-b2f2-4bf6-8754-6aee92c7f087,2024-02-11 14:29:15,2024-02-11 14:46:00,False,3,False
CUST_0020,d98a1f80-f76c-4eba-b23a-e5a97972662a,2024-02-22 05:14:32,2024-02-22 05:34:26,False,3,False
CUST_0020,f0befd81-66fb-4555-969f-23051bc5499b,2024-02-09 19:35:57,2024-02-09 19:37:57,False,2,False
CUST_0020,925308bb-e910-488f-832a-4196890bac42,2024-02-22 23:22:51,2024-02-22 23:37:46,True,3,False
CUST_0020,75270ecf-f9a1-4ad1-b4a1-e32da39a9fb4,2024-03-31 09:12:21,2024-03-31 09:28:46,False,3,False
CUST_0021,3ff5193d-c416-4a9c-b647-fb8a588ca1ac,2024-02-06 14:45:07,2024-02-06 14:57:37,False,2,False
CUST_0021,02f73d0b-273f-4fbf-a184-c6c845f611a2,2024-02-04 15:19:21,2024-02-04 15:45:58,True,3,False
CUST_0021,7b90b25f-6c25-4cdd-b186-fbea164948b4,2024-02-13 17:32:05,2024-02-13 17:50:52,False,3,False
CUST_0021,45533967-a5ba-45ad-8fdb-2b4bf9228f64,2024-01-09 19:38:55,2024-01-09 20:05:42,False,3,False
CUST_0022,0823e98e-e7e2-4622-8979-7a7491c017ab,2024-02-26 00:08:58,2024-02-26 00:22:01,False,4,False
CUST_0022,fff68f89-23a6-4240-96ab-8970474ca277,2024-02-18 04:16:02,2024-02-18 04:39:28,False,3,False
CUST_0022,7abaa628-13f8-40bf-b55f-eefca8460eb6,2024-02-03 22:50:14,2024-02-03 23:19:56,False,2,False
CUST_0022,a498e53f-b698-4cac-8811-096561dca3db,2024-03-12 11:50:41,2024-03-12 12:17:29,False,2,False
CUST_0022,51f8fe96-4198-40a0-bd75-dddbbc3bf245,2024-03-02 10:35:42,2024-03-02 10:40:52,False,3,False
CUST_0023,d9e309ca-d52d-4c06-9d5e-ccc5c59cb334,2024-01-17 23:20:00,2024-01-17 23:32:43,False,3,False
CUST_0023,8653f76f-0344-4f6c-9b25-2e1deba520ef,2024-01-07 20:12:46,2024-01-07 20:24:39,False,4,False
CUST_0023,a46a1d38-9ba1-47b1-b494-7ee4b9d59048,2024-03-29 06:23:09,2024-03-29 06:42:33,False,2,False
CUST_0023,6546bebe-cc0b-4392-bdbb-499c9e4fb076,2024-01-10 04:04:06,2024-01-10 04:25:16,False,4,False
CUST_0023,2eeeaf93-0db1-4006-87c6-352df19a7678,2024-03-13 04:00:23,2024-03-13 04:07:49,True,3,False
CUST_0024,d438f15b-0ce1-4682-bff7-a72da61bad74,2024-03-27 16:26:30,2024-03-27 16:42:06,False,3,False
CUST_0024,38fd9612-7246-4c81-9fcc-3d1a641107fd,2024-01-01 03:34:29,2024-01-01 03:36:29,False,3,False
CUST_0024,c162415b-d8db-4ed6-af6b-9565a1676d42,2024-01-01 05:31:46,2024-01-01 05:59:44,False,2,False
CUST_0024,af4626e5-bd5e-45d9-b000-93e5b5962220,2024-03-13 16:19:41,2024-03-13 16:30:04,False,3,False
CUST_0024,46b2b64c-d536-4ee4-9279-60c6b611fedb,2024-02-18 21:48:06,2024-02-18 22:03:36,False,3,False
CUST_0024,480841d0-a96a-4ae5-a352-8476077f69ec,2024-02-09 13:28:27,2024-02-09 13:40:39,False,3,False
CUST_0025,59c07cea-08fe-4999-93e8-c969a0c50853,2024-02-23 03:59:34,2024-02-23 04:24:52,False,2,False
CUST_0025,a7d3f4e5-c7fb-41b3-a4f4-00c7681fdd7d,2024-01-14 13:29:24,2024-01-14 13:31:24,True,4,False
CUST_0025,15e8ec0f-6e6c-45b5-9175-5221e6f93a6e,2024-03-06 23:13:46,2024-03-06 23:28:37,False,2,False
CUST_0025,afbe765b-3136-46a5-9159-ee88e1d2d192,2024-02-04 15:19:27,2024-02-04 15:33:29,False,3,False
CUST_0026,58317edc-cc3a-44cb-b3d2-7caa7894d3b6,2024-02-15 13:56:58,2024-02-15 14:07:53,True,4,False
CUST_0026,675c78d3-8a26-4f36-9e1f-80c9d66d28ed,2024-01-09 00:50:11,2024-01-09 01:20:43,False,4,False
CUST_0026,6bae7632-bc61-40a7-ab45-552cb3c57615,2024-01-15 21:17:00,2024-01-15 21:24:00,False,2,False
CUST_0026,38011e3f-f726-40d6-8b5f-3650cf793589,2024-03-13 08:00:20,2024-03-13 08:22:16,False,3,False
CUST_0027,44582167-9888-4af8-a2b2-d0b5d3c57758,2024-01-30 00:15:08,2024-01-30 00:33:20,False,4,False
CUST_0027,6a4c0c31-647e-49ca-a368-146e9827bc00,2024-02-12 01:55:26,2024-02-12 02:21:47,False,4,False
CUST_0027,40b9c90e-7ed2-450c-acee-8a1abcada902,2024-01-18 01:56:52,2024-01-18 02:05:51,False,4,False
CUST_0027,5af9b705-8aba-4c15-a5bd-6fc1f48e1be0,2024-03-10 15:31:37,2024-03-10 15:40:01,False,2,False
CUST_0027,e581210c-cd18-40a7-b090-737da59c5ce7,2024-03-15 23:57:58,2024-03-16 00:22:49,True,3,False
CUST_0028,9beca6d9-b14a-4ff7-93bf-76ed22313ddb,2024-02-10 22:13:56,2024-02-10 22:34:45,False,3,True
CUST_0028,c429cd76-8576-4be9-bcb5-4c8c8e8f2877,2024-03-28 00:37:06,2024-03-28 00:40:11,False,4,True
CUST_0028,d7156c1a-bf38-46fc-8068-ad0171703447,2024-02-23 17:42:12,2024-02-23 17:54:20,False,2,True
CUST_0028,e414a16a-d0a0-46b0-8344-be3326595b88,2024-02-19 08:44:37,2024-02-19 09:05:05,False,4,True
CUST_0028,ca2e06fa-635b-409e-8c3f-76191cddefe9,2024-02-02 20:24:17,2024-02-02 20:48:49,False,3,True
CUST_0028,aff30056-7faf-4724-b18f-2733405d6e09,2024-02-08 18:46:57,2024-02-08 18:57:50,True,3,True
CUST_0028,3a9b4f7e-c284-4a1b-8187-7724c7827a3c,2024-03-02 15:16:53,2024-03-02 15:18:53,True,4,True
CUST_0028,2571ecab-ab72-4982-8539-6bd47eb204ef,2024-03-11 21:07:26,2024-03-11 21:29:08,True,4,True
CUST_0029,198f5c53-416d-496a-8068-3876c63d2a1e,2024-03-30 10:38:01,2024-03-30 10:42:02,True,3,False
CUST_0029,65e6a873-8c21-4b97-a0c1-79188d4e1bad,2024-02-02 02:16:11,2024-02-02 02:18:11,True,3,False
CUST_0029,06d3680d-5df1-4714-ad01-664977953056,2024-02-15 17:19:11,2024-02-15 17:21:11,True,2,False
CUST_0029,559d2a72-1dc1-4b6b-895f-cc8ea88a1448,2024-01-21 15:15:14,2024-01-21 15:37:33,False,2,False
CUST_0029,946fd359-1e3c-4281-ba44-1a05539166c3,2024-01-17 10:39:16,2024-01-17 10:55:25,False,3,False
CUST_0029,fb8c5f76-f122-4626-bd83-1da886f5d27f,2024-03-03 23:10:10,2024-03-03 23:23:08,False,4,False
CUST_0030,019218f0-8db7-47b7-8e6d-b63b994ef121,2024-01-11 17:39:04,2024-01-11 18:06:34,False,2,False
CUST_0030,30dba890-89d3-42ab-a41f-fd46ffdfff99,2024-01-10 02:41:34,2024-01-10 03:02:18,False,4,False
CUST_0030,d014ddb8-8931-4c43-831f-7ff6df7edf10,2024-01-24 22:25:28,2024-01-24 22:55:00,False,3,False
CUST_0031,c8e5c4c1-3497-42ab-be20-a69d86006404,2024-03-30 03:54:32,2024-03-30 03:56:59,False,2,False
CUST_0031,ed1dc439-0042-4673-88e1-0f6fe1344538,2024-03-24 09:35:57,2024-03-24 09:50:38,False,2,False
CUST_0031,ef8ad921-dd20-44be-9aca-845d4db72772,2024-02-24 03:32:52,2024-02-24 03:34:52,False,3,False
CUST_0031,14572403-e232-4ea4-a60e-1d0e5c7c972c,2024-03-24 17:07:24,2024-03-24 17:20:20,False,3,False
CUST_0031,a7d31f18-a15f-4fd9-a223-625fead423c9,2024-01-23 00:52:32,2024-01-23 01:05:17,False,3,False
CUST_0032,a2bc8802-b71b-442a-b6d2-56b08e67690b,2024-01-25 20:27:49,2024-01-25 20:48:27,True,4,False
CUST_0032,fbdc5173-6ae0-4d82-a434-9cee7e65606e,2024-01-06 07:35:05,2024-01-06 07:50:29,True,2,False
CUST_0032,f033a9a6-5c28-4a1b-a808-4b428f5d2473,2024-02-17 12:31:25,2024-02-17 12:52:01,False,2,False
CUST_0033,fa0f6d46-71f0-4645-b72c-768daf69852e,2024-03-31 22:36:02,2024-03-31 22:57:21,False,2,False
CUST_0033,c41ce669-f9ec-4929-99af-2ff4e42d0877,2024-01-10 14:13:25,2024-01-10 14:47:48,False,3,False
CUST_0033,6fbed239-be34-405e-a4a8-fecd3143be8e,2024-01-10 05:09:54,2024-01-10 05:22:03,False,2,False
CUST_0033,96e14355-df8b-4dd2-9f1b-aaffaab0a2f5,2024-01-17 11:53:28,2024-01-17 11:59:59,False,3,False
CUST_0033,230f66ed-abf6-4497-902f-77ed86ca878b,2024-01-30 01:41:59,2024-01-30 01:59:11,True,4,False
CUST_0034,270defb1-0db3-416c-983f-14e95e974d6a,2024-03-20 08:47:19,2024-03-20 08:55:05,False,3,False
CUST_0034,1e8f1634-923e-4aa4-a1f1-1d3304996477,2024-02-09 18:24:28,2024-02-09 18:52:48,False,4,False
CUST_0034,ecb3535f-01c6-4051-a05c-350f7b6bdd55,2024-01-29 20:48:13,2024-01-29 21:00:40,True,3,False
CUST_0034,c9b6db11-f546-4bdb-9104-d6ecfb474b1a,2024-02-06 12:13:40,2024-02-06 12:23:34,False,2,False
CUST_0034,0dca3317-c839-4ddb-8887-6143057db690,2024-01-18 15:10:03,2024-01-18 15:20:48,False,3,False
CUST_0035,9a69e1a2-1174-4d3f-acce-18a0e529c9e9,2024-01-23 18:03:42,2024-01-23 18:25:09,False,3,False
CUST_0035,21d53d96-e95f-4e05-9b33-04e0b5c756ba,2024-03-24 11:10:13,2024-03-24 11:23:47,False,2,False
CUST_0035,a56d6824-a2e5-4bc6-937c-a24ec141d8ff,2024-03-10 11:42:22,2024-03-10 11:51:35,False,4,False
CUST_0035,a9153d6f-eb78-4766-a035-7d9f008adb27,2024-02-23 09:20:39,2024-02-23 09:50:38,False,3,False
CUST_0035,08a9cd77-3881-4b80-93ff-d60172b51ee0,2024-03-27 06:21:54,2024-03-27 06:29:11,True,4,False
CUST_0036,4ead1ab9-55f4-47e6-bbe8-3c6a48ca8d69,2024-02-18 23:28:15,2024-02-18 23:43:34,False,4,False
CUST_0036,e0cfda10-e649-4069-8678-ea3da4998c9e,2024-02-19 08:21:27,2024-02-19 08:42:19,True,4,False
CUST_0036,701de20c-85ae-49ce-bd98-dcfeb7f057bf,2024-01-19 23:09:24,2024-01-19 23:11:24,False,4,False
CUST_0036,e9535482-d10d-4740-8818-5abc9950372c,2024-01-30 11:43:45,2024-01-30 12:03:04,True,4,False
CUST_0036,06bed407-e272-4b1e-ab7e-36e2db65d6b6,2024-03-17 08:23:31,2024-03-17 08:29:01,False,2,False
CUST_0036,50a2dd08-81ae-4119-9878-262a813fc642,2024-01-09 10:52:12,2024-01-09 11:14:36,True,2,False
CUST_0037,07ead81b-3fe8-447a-ac18-17596618951e,2024-01-16 08:40:29,2024-01-16 08:46:49,False,4,False
CUST_0037,02c407dd-cb42-41c1-87fa-1f38cf5aa458,2024-01-22 01:04:55,2024-01-22 01:26:09,False,2,False
CUST_0037,ad10ba18-1bdc-40c4-a7d3-11f0f82314bc,2024-02-19 03:47:01,2024-02-19 04:11:58,False,3,False
CUST_0037,8600c7da-101f-4841-9e38-f9eccfdce575,2024-02-17 09:30:13,2024-02-17 09:52:58,False,3,False
CUST_0037,867ebc97-6c63-4502-b0b5-acc97836fac1,2024-01-20 14:30:40,2024-01-20 14:47:55,True,2,False
CUST_0037,3dffb955-eab4-47e8-a3d3-b05d2b7c005c,2024-01-31 14:34:56,2024-01-31 14:47:51,False,2,False
CUST_0038,09b8fa46-b3cd-4e49-8b72-292de3321cd0,2024-01-26 01:05:50,2024-01-26 01:17:38,True,4,True
CUST_0038,abb578a6-8a98-4611-9bd2-b8253eeda887,2024-03-26 18:11:43,2024-03-26 18:41:57,False,4,True
CUST_0038,b15d9f68-8174-4d48-9aa4-7119a6521033,2024-01-19 10:48:17,2024-01-19 10:58:59,False,3,True
CUST_0038,8d6bf2c1-e4d6-44ea-bbae-df5cb88900da,2024-02-19 14:00:10,2024-02-19 14:07:49,False,2,True
CUST_0038,14d99728-e92c-45e2-ad2e-9e9f51296606,2024-03-14 17:03:39,2024-03-14 17:26:38,False,3,True
CUST_0038,d88af039-a37a-4e5f-969d-8bb9b1f09c0b,2024-02-27 16:51:13,2024-02-27 17:01:03,False,4,True
CUST_0039,432dacb1-3dc1-4c1e-bff3-cf4d7e2a8d94,2024-02-09 06:09:13,2024-02-09 06:15:39,False,4,False
CUST_0039,e7dbe3e5-d6e9-43d0-86c7-60dc4b1a94ae,2024-02-21 07:00:18,2024-02-21 07:02:18,True,3,False
CUST_0039,8399012c-f06f-470a-aeee-e4c68f8e1f00,2024-01-29 08:52:29,2024-01-29 09:03:08,False,2,False
CUST_0039,a14a4e24-761d-4725-b1ce-5b1409969d2c,2024-01-24 13:01:44,2024-01-24 13:15:59,False,4,False
CUST_0039,3e4cb6d0-8b18-4e0a-a7b7-92f28057a7ef,2024-01-06 00:44:24,2024-01-06 01:01:35,False,4,False
CUST_0039,9f5df410-070b-49f6-86ed-dee5bd4ff56c,2024-01-27 07:03:56,2024-01-27 07:27:29,False,2,False
CUST_0040,b7afd1ee-c8fe-4055-b708-b9e1927d919c,2024-03-18 19:05:39,2024-03-18 19:25:23,False,4,False
CUST_0040,66c6ab1c-0ea7-42bd-9aa1-4f481d74f72d,2024-02-17 09:50:07,2024-02-17 10:03:23,False,2,False
CUST_0040,29b43611-6e8a-4322-8768-f5b083d9a2d2,2024-03-03 01:48:26,2024-03-03 02:01:38,False,2,False
CUST_0040,d40a24ee-b70d-47e1-961b-d629595fb4cd,2024-01-26 13:00:19,2024-01-26 13:19:54,False,2,False
CUST_0041,d136506e-23df-403c-b150-061a67ee9327,2024-01-29 07:20:26,2024-01-29 07:46:53,False,2,False
CUST_0041,3b131551-42d9-42c0-81ea-d8adcd45dd02,2024-03-15 18:14:55,2024-03-15 18:31:03,False,3,False
CUST_0041,186dc201-7a24-4779-9a6c-8f64d65af50a,2024-03-01 02:33:56,2024-03-01 02:44:42,False,2,False
CUST_0041,118f08c1-ec44-44a6-b24e-25be3c2b52e4,2024-03-17 01:01:25,2024-03-17 01:07:28,False,4,False
CUST_0042,9d22cdae-6bb7-45a5-af71-993fdc78ba77,2024-02-06 16:40:24,2024-02-06 16:42:24,False,2,False
CUST_0042,1601004b-5076-4532-91ad-96da63f3e2ab,2024-02-07 11:37:48,2024-02-07 11:58:47,False,2,False
CUST_0042,337c28d7-283e-4042-83be-2aa46c7a5d43,2024-01-05 23:29:04,2024-01-05 23:49:16,False,3,False
CUST_0042,a57315a9-111d-45ed-b45b-2ae932f249d9,2024-02-24 16:42:33,2024-02-24 17:02:44,True,2,False
CUST_0042,e143c6dd-9e3e-4383-a029-f7192f375898,2024-01-10 23:50:00,2024-01-11 00:03:50,False,4,False
CUST_0043,46f1ad07-2c8b-4a53-8b06-338285332dc4,2024-01-21 16:16:04,2024-01-21 16:43:43,False,3,False
CUST_0043,d7466bcf-ff38-4e9b-b871-33fa7547ac0e,2024-01-22 02:53:48,2024-01-22 03:04:26,True,2,False
CUST_0043,3feaaf36-6b08-4023-8537-7f735199161b,2024-03-23 10:01:35,2024-03-23 10:25:10,False,2,False
CUST_0044,8f5ec1fd-c4dc-45f0-82e4-2bfcdae88a33,2024-02-24 09:58:44,2024-02-24 10:13:23,False,2,False
